EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,OverTime,DistanceFromHome,YearsAtCompany,PerformanceRating,WorkLifeBalance,Attrition
EMP00854,40,Female,Finance,Analyst,6524,No,5,4,3,4,No
EMP00855,45,Male,IT,Developer,10517,Yes,13,4,3,1,No
EMP00856,36,Male,Marketing,Analyst,8139,No,3,4,3,4,No
EMP00857,32,Female,Marketing,Analyst,8277,No,13,2,2,3,No
EMP00858,27,Male,HR,Analyst,5532,No,19,4,3,3,No
EMP00859,29,Female,IT,Analyst,5318,Yes,11,0,3,3,No
EMP00860,29,Female,Finance,Analyst,6449,No,30,5,3,3,No
EMP00861,47,Female,HR,Manager,10603,No,7,11,2,4,No
EMP00862,30,Male,Finance,Executive,7576,No,11,3,3,4,No
EMP00863,44,Male,Finance,Specialist,7282,No,1,7,3,3,No
EMP00864,41,Male,Sales,Specialist,6188,No,14,5,3,3,No
EMP00865,27,Male,HR,Analyst,5448,No,9,0,3,3,No
EMP00866,35,Male,IT,Developer,6385,No,16,3,3,4,No
EMP00867,25,Female,Sales,Executive,6630,No,4,2,4,4,No
EMP00868,22,Female,Sales,Executive,7134,Yes,10,0,3,4,No
EMP00869,34,Female,IT,Developer,10975,No,15,4,1,4,No
EMP00870,38,Male,Marketing,Specialist,7281,Yes,2,2,3,3,No
EMP00871,32,Female,IT,Specialist,8150,Yes,7,4,3,2,No
EMP00872,33,Male,IT,Developer,10510,No,36,4,4,2,No
EMP00873,45,Female,HR,Manager,11514,No,25,5,3,3,No
EMP00874,36,Female,Finance,Analyst,6650,No,11,5,4,3,No
EMP00875,38,Female,IT,Developer,6375,No,21,5,2,1,No
EMP00876,29,Male,Sales,Analyst,6640,No,18,1,3,4,No
EMP00877,39,Male,IT,Executive,4011,Yes,12,0,4,3,No
EMP00878,41,Female,Finance,Analyst,4854,Yes,5,1,3,3,Yes
EMP00879,31,Female,Sales,Executive,4618,Yes,23,1,2,3,Yes
EMP00880,28,Female,IT,Developer,8044,No,4,3,3,3,No
EMP00881,36,Female,HR,Manager,10881,No,3,7,3,4,No
EMP00882,35,Female,Sales,Executive,6618,Yes,15,5,3,4,No
EMP00883,26,Female,Marketing,Analyst,5501,No,7,0,3,4,No
EMP00884,33,Male,IT,Manager,15004,No,16,6,3,1,No
EMP00885,31,Male,Finance,Analyst,5292,Yes,7,2,4,3,No
EMP00886,23,Female,IT,Analyst,8145,No,22,1,3,2,No
EMP00887,29,Female,Finance,Analyst,6377,Yes,11,0,4,4,No
EMP00888,26,Female,IT,Developer,8670,No,14,1,3,1,No
EMP00889,34,Female,Finance,Analyst,5736,No,18,6,4,2,No
EMP00890,29,Male,IT,Developer,6926,No,31,2,3,1,No
EMP00891,42,Female,Finance,Specialist,5968,No,5,11,4,4,No
EMP00892,25,Male,Finance,Analyst,5173,No,15,0,3,2,No
EMP00893,22,Male,Sales,Executive,5619,No,3,0,3,4,No
EMP00894,37,Female,IT,Analyst,8321,No,29,4,3,4,Yes
EMP00895,25,Male,Sales,Executive,5703,No,19,0,3,3,No
EMP00896,49,Female,IT,Manager,16078,No,28,14,4,3,No
EMP00897,42,Male,Sales,Analyst,5708,No,5,4,3,4,No
EMP00898,38,Male,Sales,Executive,5552,Yes,12,2,3,2,Yes
EMP00899,32,Male,Sales,Analyst,7506,No,22,5,3,3,No
EMP00900,54,Male,Marketing,Manager,12353,Yes,6,14,2,4,No
EMP00901,42,Female,HR,Specialist,6286,No,35,7,4,3,No
EMP00902,43,Female,Finance,Specialist,9514,No,5,6,3,3,No
EMP00903,34,Male,Marketing,Executive,5791,No,24,3,3,3,No
EMP00904,24,Male,Marketing,Executive,6759,No,31,1,3,3,No
EMP00905,28,Male,IT,Developer,10375,Yes,13,0,4,2,No
EMP00906,32,Female,Sales,Specialist,7430,No,11,3,3,3,No
EMP00907,40,Female,HR,Senior Manager,21781,No,9,9,3,3,No
EMP00908,22,Male,Sales,Executive,7549,No,31,1,3,4,No
EMP00909,35,Female,IT,Analyst,4601,Yes,4,2,3,4,No
EMP00910,29,Female,IT,Developer,7491,Yes,20,3,3,1,No
EMP00911,33,Male,Marketing,Analyst,6565,No,40,3,2,3,No
EMP00912,44,Male,Sales,Senior Manager,17109,No,2,12,3,1,No
EMP00913,41,Male,Marketing,Manager,10677,No,9,10,3,4,No
EMP00914,36,Male,Finance,Developer,7407,No,6,11,3,3,No
EMP00915,27,Female,HR,Executive,7278,No,16,3,1,3,No
EMP00916,43,Female,IT,Developer,9262,No,11,7,3,2,No
EMP00917,40,Male,Marketing,Specialist,7289,No,24,6,3,2,Yes
EMP00918,28,Male,Sales,Executive,6192,Yes,20,6,3,3,Yes
EMP00919,34,Male,IT,Developer,9693,Yes,36,0,3,1,No
EMP00920,42,Male,Finance,Manager,16313,No,5,6,2,3,No
EMP00921,25,Female,HR,Analyst,5672,No,21,0,3,3,No
EMP00922,43,Male,Marketing,Manager,12558,No,12,11,3,3,No
EMP00923,25,Female,Sales,Specialist,6149,No,7,0,1,1,No
EMP00924,32,Female,IT,Developer,7251,Yes,31,2,3,3,Yes
EMP00925,59,Male,Marketing,Senior Manager,16366,Yes,14,18,3,3,No
EMP00926,38,Female,Sales,Executive,7531,No,1,3,3,3,No
EMP00927,29,Male,Sales,Executive,5167,Yes,20,1,2,2,No
EMP00928,34,Female,HR,Analyst,8149,Yes,6,8,3,1,No
EMP00929,44,Female,Sales,Specialist,5680,No,25,3,3,3,No
EMP00930,34,Male,Marketing,Executive,6529,No,40,3,3,4,No
EMP00931,42,Female,Sales,Analyst,8167,No,8,4,3,3,No
EMP00932,43,Male,Finance,Senior Manager,17030,No,6,9,3,2,No
EMP00933,28,Male,Sales,Executive,6485,Yes,7,0,3,1,No
EMP00934,46,Male,Finance,Senior Manager,18800,No,18,14,3,4,No
EMP00935,36,Male,Finance,Developer,11773,No,7,8,3,4,No
EMP00936,33,Male,Sales,Executive,6772,No,16,1,3,4,No
EMP00937,23,Female,Marketing,Executive,4737,No,7,0,3,4,No
EMP00938,51,Male,Sales,Senior Manager,22139,Yes,27,15,3,3,Yes
EMP00939,54,Female,Sales,Manager,10784,No,13,13,3,3,No
EMP00940,35,Female,HR,Analyst,5717,No,38,0,3,4,No
EMP00941,41,Female,HR,Specialist,9623,Yes,25,5,4,3,No
EMP00942,31,Female,Finance,Executive,5424,No,28,2,3,3,Yes
EMP00943,43,Female,IT,Developer,8841,No,14,9,2,3,No
EMP00944,38,Male,Marketing,Analyst,7179,Yes,16,4,3,4,No
EMP00945,45,Male,Finance,Specialist,9022,No,8,3,1,2,No
EMP00946,35,Male,Sales,Specialist,6820,No,12,3,3,2,No
EMP00947,40,Female,IT,Developer,7338,No,5,6,3,3,No
EMP00948,26,Male,IT,Developer,9425,Yes,13,0,4,3,No
EMP00949,34,Female,HR,Analyst,5546,No,8,3,3,4,No
EMP00950,44,Female,IT,Developer,10455,Yes,28,3,1,2,Yes
EMP00951,42,Male,Finance,Analyst,5754,No,7,8,3,3,No
EMP00952,26,Male,Sales,Executive,4749,Yes,10,0,3,3,No
EMP00953,40,Male,Finance,Senior Manager,19937,No,3,6,4,4,No
EMP00954,30,Male,IT,Developer,7777,Yes,11,1,3,2,No
EMP00955,39,Male,Sales,Manager,10279,Yes,26,11,3,3,Yes
EMP00956,27,Male,IT,Developer,11554,No,38,3,3,3,No
EMP00957,53,Male,Sales,Senior Manager,18018,Yes,47,16,4,2,No
EMP00958,53,Male,Finance,Senior Manager,23500,No,18,16,4,3,No
EMP00959,42,Female,IT,Developer,10362,No,6,6,3,4,No
EMP00960,27,Male,IT,Developer,10791,No,17,0,3,2,No
EMP00961,40,Male,IT,Analyst,8199,No,4,5,4,4,No
EMP00962,36,Female,HR,Specialist,9268,No,14,1,3,3,No
EMP00963,27,Male,HR,Specialist,6304,Yes,6,3,3,3,No
EMP00964,40,Male,IT,Developer,9056,No,7,3,3,3,No
EMP00965,27,Male,IT,Developer,8318,No,10,0,3,3,Yes
EMP00966,33,Male,Finance,Analyst,7100,No,5,4,3,2,No
EMP00967,41,Female,IT,Developer,8631,No,2,6,3,4,No
EMP00968,30,Male,Finance,Analyst,5858,No,4,0,4,2,No
EMP00969,41,Female,Sales,Analyst,7485,No,26,3,3,3,No
EMP00970,40,Male,IT,Developer,7252,No,24,9,2,3,No
EMP00971,42,Female,Finance,Developer,7543,No,5,7,3,3,No
EMP00972,55,Female,Sales,Manager,15259,No,22,15,3,4,No
EMP00973,48,Male,Finance,Manager,16780,No,24,11,2,3,No
EMP00974,47,Male,Finance,Manager,14938,No,1,11,4,4,No
EMP00975,44,Female,IT,Manager,14836,Yes,15,8,3,2,No
EMP00976,41,Female,IT,Developer,11376,No,8,8,3,4,No
EMP00977,30,Female,Marketing,Executive,4307,No,6,5,2,1,No
EMP00978,31,Male,HR,Executive,4884,No,3,0,3,3,No
EMP00979,39,Female,Marketing,Analyst,6694,No,10,3,4,3,No
EMP00980,26,Male,IT,Developer,7187,Yes,16,5,3,3,No
EMP00981,25,Male,IT,Developer,9703,No,46,0,1,3,Yes
EMP00982,30,Male,IT,Developer,11895,Yes,9,1,3,1,No
EMP00983,22,Female,Sales,Executive,5993,No,9,0,3,4,No
EMP00984,42,Male,HR,Specialist,9360,No,14,5,4,3,No
EMP00985,39,Male,HR,Manager,10865,No,41,9,3,4,No
EMP00986,51,Female,Sales,Senior Manager,22256,No,9,9,3,3,No
EMP00987,40,Male,IT,Manager,9810,No,15,10,3,2,No
EMP00988,22,Male,Sales,Executive,6427,No,14,0,3,4,No
EMP00989,30,Female,Marketing,Analyst,6223,No,43,4,3,4,No
EMP00990,39,Female,Marketing,Specialist,6083,No,8,5,3,3,No
EMP00991,22,Male,HR,Executive,7262,No,15,1,1,3,No
EMP00992,44,Male,IT,Specialist,5466,Yes,23,5,4,2,No
EMP00993,29,Male,HR,Analyst,7868,Yes,5,0,3,2,No
EMP00994,48,Female,Finance,Manager,16949,No,27,19,2,4,No
EMP00995,28,Male,IT,Developer,7847,No,10,0,3,4,No
EMP00996,23,Female,Sales,Developer,8228,Yes,9,2,3,2,Yes
EMP00997,34,Male,Sales,Executive,4315,No,9,0,2,3,No
EMP00998,39,Male,HR,Executive,7439,Yes,6,1,2,4,No
EMP00999,44,Male,IT,Developer,7234,No,24,5,3,4,No
EMP01000,36,Male,IT,Developer,6454,Yes,3,4,4,2,No
EMP01001,26,Female,Finance,Analyst,8412,No,12,2,3,3,No
EMP01002,26,Female,Marketing,Executive,6681,Yes,17,0,3,3,No
EMP01003,30,Female,IT,Developer,10495,No,5,2,3,3,No
EMP01004,34,Female,IT,Developer,11285,Yes,10,2,3,3,No
EMP01005,28,Female,Finance,Analyst,7698,No,34,2,3,3,No
EMP01006,43,Female,HR,Developer,9552,Yes,9,4,2,2,No
EMP01007,47,Male,HR,Manager,15432,No,4,10,3,3,No
EMP01008,25,Male,Sales,Specialist,8819,Yes,35,4,3,2,Yes
EMP01009,39,Male,HR,Analyst,6661,No,26,4,3,4,No
EMP01010,42,Male,Finance,Manager,12467,No,11,9,3,3,No
EMP01011,29,Female,HR,Executive,4092,No,7,2,3,4,No
EMP01012,38,Male,IT,Specialist,9053,Yes,6,0,3,4,Yes
EMP01013,28,Female,Marketing,Executive,7016,Yes,12,0,1,3,No
EMP01014,35,Female,HR,Analyst,5435,No,4,9,3,3,No
EMP01015,31,Female,Sales,Executive,4272,Yes,10,2,3,3,No
EMP01016,27,Male,Marketing,Executive,5462,Yes,15,0,3,4,No
EMP01017,41,Female,Marketing,Analyst,5902,No,13,5,3,3,No
EMP01018,43,Male,IT,Developer,10450,Yes,10,7,3,4,No
EMP01019,33,Male,IT,Developer,6632,Yes,2,0,3,4,No
EMP01020,25,Male,IT,Specialist,6515,Yes,32,0,4,2,Yes
EMP01021,40,Male,Sales,Analyst,7919,No,15,10,3,3,No
EMP01022,41,Male,IT,Developer,11763,No,19,9,3,2,No
EMP01023,43,Male,IT,Developer,11243,No,8,1,3,1,No
EMP01024,28,Male,Sales,Analyst,4647,No,32,0,4,3,No
EMP01025,29,Male,IT,Developer,9168,Yes,7,5,4,3,No
EMP01026,52,Male,IT,Senior Manager,22594,No,9,17,2,3,No
EMP01027,31,Male,Marketing,Manager,13989,No,16,5,2,4,No
EMP01028,32,Female,HR,Manager,14119,No,3,2,2,4,No
EMP01029,39,Female,Sales,Executive,5464,No,11,0,3,4,No
EMP01030,28,Male,IT,Developer,6449,No,18,3,4,4,No
EMP01031,40,Male,IT,Developer,9495,Yes,27,3,4,3,No
EMP01032,52,Female,IT,Senior Manager,23500,No,1,17,1,3,No
EMP01033,51,Female,Sales,Senior Manager,16546,No,9,12,2,3,No
EMP01034,23,Female,Sales,Executive,6620,Yes,15,0,2,3,Yes
EMP01035,27,Male,IT,Developer,11993,Yes,17,5,3,4,No
EMP01036,38,Female,Finance,Analyst,7316,No,16,3,3,2,No
EMP01037,35,Male,Finance,Analyst,5575,No,27,0,3,4,No
EMP01038,43,Male,Marketing,Specialist,7395,Yes,40,10,2,2,No
EMP01039,42,Female,Finance,Analyst,8147,No,10,5,3,3,No
EMP01040,58,Male,Sales,Senior Manager,19936,No,10,16,2,3,No
EMP01041,29,Male,Marketing,Specialist,5420,No,21,2,3,3,Yes
EMP01042,40,Female,Sales,Specialist,9938,Yes,14,8,4,2,Yes
EMP01043,34,Male,HR,Analyst,7768,No,18,6,4,3,No
EMP01044,38,Male,HR,Executive,6346,No,24,6,2,3,No
EMP01045,31,Female,HR,Specialist,6131,No,9,1,2,4,No
EMP01046,33,Male,Finance,Manager,11038,No,16,4,2,4,No
EMP01047,44,Male,HR,Senior Manager,15390,Yes,18,14,3,4,No
EMP01048,57,Female,Sales,Senior Manager,23500,No,1,19,3,3,No
EMP01049,22,Female,Marketing,Analyst,7019,No,11,0,3,3,No
EMP01050,44,Female,HR,Manager,10389,No,9,7,3,2,No
EMP01051,38,Female,Marketing,Senior Manager,19530,Yes,29,3,3,2,No
EMP01052,28,Male,Sales,Analyst,7826,No,7,5,3,1,No
EMP01053,37,Female,Sales,Executive,4402,Yes,16,0,2,3,No
EMP01054,35,Female,IT,Developer,7221,No,9,3,2,2,Yes
EMP01055,31,Male,Sales,Analyst,8359,Yes,16,3,3,3,No
EMP01056,35,Male,Finance,Analyst,8948,Yes,17,7,3,3,No
EMP01057,23,Female,IT,Executive,7201,No,5,1,3,3,No
EMP01058,25,Male,Marketing,Analyst,6105,Yes,28,0,3,3,Yes
EMP01059,42,Male,Marketing,Analyst,7692,No,12,5,1,3,No
EMP01060,30,Female,Finance,Specialist,6580,No,11,3,2,4,No
EMP01061,31,Male,IT,Manager,10356,No,14,7,2,4,No
EMP01062,34,Male,Finance,Analyst,8300,No,2,6,2,3,No
EMP01063,23,Female,IT,Developer,9180,No,7,2,2,4,No
EMP01064,42,Female,Marketing,Analyst,4854,No,11,7,4,3,No
EMP01065,24,Male,Marketing,Analyst,7678,No,21,3,3,2,No
EMP01066,39,Female,HR,Senior Manager,14136,No,11,8,3,3,No
EMP01067,28,Female,HR,Analyst,8065,Yes,19,1,1,3,No
EMP01068,39,Female,Sales,Executive,4323,Yes,8,4,3,3,No
EMP01069,26,Female,Finance,Specialist,5797,No,18,0,3,3,No
EMP01070,56,Male,HR,Senior Manager,22960,No,25,14,4,4,No
EMP01071,41,Female,Sales,Specialist,8954,No,6,5,3,3,No
EMP01072,40,Female,IT,Senior Manager,19665,Yes,3,10,3,2,No
EMP01073,39,Male,HR,Manager,10327,No,29,8,3,2,No
EMP01074,29,Male,IT,Analyst,6218,No,8,0,3,3,No
EMP01075,39,Male,Finance,Analyst,6308,No,28,4,3,3,No
EMP01076,27,Male,HR,Analyst,8018,Yes,29,0,3,3,No
EMP01077,40,Male,Sales,Analyst,7247,No,27,6,4,2,No
EMP01078,25,Male,IT,Analyst,6349,No,9,1,3,4,No
EMP01079,46,Male,HR,Specialist,9162,No,15,4,3,3,No
EMP01080,43,Male,IT,Manager,13433,No,10,10,2,2,No
EMP01081,31,Male,Finance,Specialist,7157,Yes,9,1,2,2,No
EMP01082,35,Male,Marketing,Analyst,8417,No,11,5,3,4,No
EMP01083,37,Female,HR,Executive,5211,No,13,2,3,3,No
EMP01084,24,Male,Finance,Specialist,5219,No,6,1,2,4,No
EMP01085,23,Female,IT,Developer,10887,No,15,1,3,3,No
EMP01086,27,Female,Marketing,Analyst,5760,Yes,13,2,4,3,Yes
EMP01087,47,Male,IT,Manager,12978,No,8,10,3,3,No
EMP01088,33,Female,IT,Manager,13905,Yes,14,2,3,3,No
EMP01089,45,Male,IT,Developer,12372,No,4,6,3,2,No
EMP01090,41,Female,Marketing,Analyst,5175,Yes,19,4,3,3,No
EMP01091,60,Male,IT,Senior Manager,17999,No,31,15,3,2,No
EMP01092,31,Male,Finance,Executive,7401,No,9,1,3,4,No
EMP01093,30,Male,Finance,Analyst,6935,Yes,9,0,3,1,No
EMP01094,38,Male,IT,Developer,12136,No,17,6,1,3,No
EMP01095,38,Male,Marketing,Analyst,4746,No,17,5,4,2,No
EMP01096,33,Female,HR,Analyst,7121,Yes,3,4,3,3,No
EMP01097,56,Male,Sales,Senior Manager,20372,No,2,18,3,2,No
EMP01098,47,Male,HR,Manager,12677,No,5,12,3,4,No
EMP01099,32,Male,Sales,Executive,6332,Yes,12,1,3,2,No
EMP01100,42,Male,IT,Senior Manager,21807,No,12,8,1,3,No
EMP01101,25,Female,Finance,Specialist,8628,No,32,1,3,2,No
EMP01102,34,Female,Marketing,Manager,15282,No,10,6,3,3,No
EMP01103,40,Female,IT,Developer,10539,No,3,8,3,4,No
EMP01104,42,Male,IT,Developer,10302,Yes,8,0,3,3,No
EMP01105,45,Male,IT,Developer,11916,Yes,27,5,3,2,Yes
EMP01106,37,Male,Marketing,Executive,7617,No,9,3,2,3,No
EMP01107,40,Female,IT,Developer,11707,No,10,6,4,3,No
EMP01108,50,Female,Marketing,Manager,14804,No,19,14,3,2,No
EMP01109,36,Female,Marketing,Executive,4173,No,27,0,3,3,Yes
EMP01110,42,Female,IT,Developer,10925,No,5,8,3,3,Yes
EMP01111,42,Female,HR,Specialist,8912,No,20,6,3,3,No
EMP01112,38,Male,Sales,Executive,5869,Yes,4,3,2,3,Yes
EMP01113,41,Male,Finance,Analyst,8388,Yes,32,4,3,2,No
EMP01114,40,Male,IT,Developer,6325,Yes,8,7,3,2,No
EMP01115,32,Male,IT,Developer,8455,No,20,7,2,2,No
EMP01116,40,Male,Marketing,Specialist,8238,Yes,32,5,4,2,Yes
EMP01117,22,Male,HR,Analyst,6952,Yes,5,1,3,2,No
EMP01118,28,Male,Sales,Analyst,7359,No,22,0,2,4,No
EMP01119,42,Female,Finance,Analyst,6371,No,22,1,3,4,No
EMP01120,32,Male,Marketing,Executive,5560,No,18,0,2,2,No
EMP01121,23,Male,Sales,Executive,6689,Yes,22,1,3,3,Yes
EMP01122,25,Male,HR,Analyst,8010,No,7,2,2,4,No
EMP01123,38,Female,HR,Specialist,5951,No,2,6,3,2,No
EMP01124,35,Female,Sales,Analyst,6225,Yes,6,2,4,3,Yes
EMP01125,33,Male,Sales,Executive,6295,Yes,18,7,3,3,No
EMP01126,23,Male,Finance,Analyst,8355,No,36,0,2,1,No
EMP01127,38,Male,HR,Executive,7360,Yes,15,4,3,1,No
EMP01128,26,Male,Finance,Analyst,7673,No,29,0,3,3,No
EMP01129,40,Male,Sales,Executive,6494,No,5,6,3,2,No
EMP01130,44,Male,IT,Developer,10426,No,9,2,3,1,Yes
EMP01131,36,Male,IT,Developer,8429,No,18,2,3,3,No
EMP01132,30,Male,HR,Specialist,6794,Yes,5,2,3,2,No
EMP01133,35,Female,Sales,Manager,14252,No,11,0,4,2,No
EMP01134,32,Female,IT,Developer,6455,No,16,0,2,4,No
EMP01135,45,Male,IT,Developer,11934,Yes,5,3,2,3,No
EMP01136,39,Female,IT,Developer,9879,No,11,9,4,4,No
EMP01137,36,Male,Sales,Executive,6346,Yes,4,0,3,2,No
EMP01138,50,Female,Marketing,Manager,15510,Yes,10,9,3,3,No
EMP01139,22,Male,Marketing,Analyst,4840,No,44,1,3,2,No
EMP01140,32,Female,IT,Specialist,5513,Yes,4,0,3,3,No
EMP01141,39,Male,IT,Analyst,6202,No,2,0,2,4,No
EMP01142,54,Male,IT,Manager,14167,No,16,11,4,4,No
EMP01143,48,Male,IT,Manager,13845,No,27,11,4,3,No
EMP01144,37,Female,IT,Developer,10146,No,30,7,3,3,No
EMP01145,31,Female,Sales,Executive,5903,No,24,1,2,2,Yes
EMP01146,31,Female,IT,Specialist,5556,No,17,4,3,3,No
EMP01147,38,Female,IT,Manager,13043,No,6,9,3,4,No
EMP01148,51,Female,Sales,Senior Manager,15861,No,7,15,2,3,No
EMP01149,29,Female,Finance,Analyst,8029,Yes,22,2,3,3,No
EMP01150,30,Male,Sales,Manager,11965,No,22,3,1,4,Yes
EMP01151,59,Male,IT,Senior Manager,23500,No,10,19,3,3,No
EMP01152,56,Male,Finance,Senior Manager,23500,No,17,16,3,3,No
EMP01153,39,Female,HR,Analyst,5303,Yes,6,0,3,2,No
EMP01154,39,Male,Marketing,Executive,6221,No,5,0,3,3,No
EMP01155,35,Male,IT,Executive,4491,Yes,21,0,3,2,No
EMP01156,35,Female,IT,Developer,9919,No,2,6,3,3,No
EMP01157,25,Female,HR,Analyst,5646,No,5,3,4,4,No
EMP01158,47,Male,IT,Manager,12136,Yes,9,7,4,4,No
EMP01159,24,Male,Finance,Analyst,7797,No,2,0,3,4,No
EMP01160,40,Male,Sales,Specialist,5627,No,3,5,3,3,No
EMP01161,44,Male,Sales,Senior Manager,14152,Yes,14,9,3,2,No
EMP01162,23,Female,Marketing,Analyst,7327,No,5,2,2,3,No
EMP01163,37,Male,Sales,Developer,6797,Yes,50,5,4,3,No
EMP01164,44,Male,IT,Developer,9729,No,5,5,3,2,No
EMP01165,34,Male,Marketing,Analyst,8272,No,22,7,3,3,No
EMP01166,35,Female,IT,Executive,5857,No,12,2,4,4,Yes
EMP01167,44,Female,IT,Manager,16505,No,44,13,3,2,No
EMP01168,23,Male,IT,Developer,9022,Yes,13,0,4,2,No
EMP01169,39,Male,Finance,Manager,11821,No,9,7,3,3,No
EMP01170,42,Female,Sales,Specialist,6470,Yes,2,7,3,2,No
EMP01171,38,Female,HR,Analyst,7496,No,3,1,1,3,No
EMP01172,38,Male,IT,Developer,9011,Yes,8,3,3,4,No
EMP01173,47,Female,Sales,Manager,14553,No,28,8,4,1,No
EMP01174,55,Female,Marketing,Senior Manager,20474,No,9,14,3,3,No
EMP01175,42,Male,HR,Manager,15229,No,1,6,1,3,No
EMP01176,25,Female,Sales,Developer,11813,No,7,0,2,3,No
EMP01177,36,Male,HR,Executive,4768,No,5,4,2,3,No
EMP01178,40,Female,Finance,Analyst,8244,No,3,3,3,3,No
EMP01179,24,Male,Sales,Executive,7024,No,4,2,3,1,No
EMP01180,45,Male,Marketing,Manager,12140,No,3,7,3,3,No
EMP01181,39,Female,IT,Developer,11721,Yes,5,4,3,2,No
EMP01182,27,Male,Sales,Executive,4009,No,25,0,3,4,No
EMP01183,29,Male,HR,Specialist,8358,No,9,8,3,3,No
EMP01184,23,Male,Sales,Executive,5365,Yes,21,2,3,3,No
EMP01185,38,Male,Finance,Specialist,7992,No,50,4,3,4,No
EMP01186,41,Male,Finance,Senior Manager,13975,Yes,12,6,4,4,No
EMP01187,31,Female,Sales,Manager,11462,No,31,6,2,3,No
EMP01188,29,Female,IT,Analyst,6582,No,12,0,4,3,No
EMP01189,29,Male,Sales,Specialist,5117,No,28,2,3,3,No
EMP01190,34,Male,HR,Analyst,6331,No,30,3,3,3,No
EMP01191,35,Female,HR,Analyst,6413,No,3,1,2,4,No
EMP01192,37,Female,Sales,Analyst,8430,No,6,0,3,3,No
EMP01193,55,Male,IT,Senior Manager,17237,No,6,17,2,3,No
EMP01194,29,Female,Marketing,Analyst,4815,No,43,5,3,3,No
EMP01195,49,Male,Sales,Manager,15582,Yes,2,13,3,2,No
EMP01196,31,Male,Finance,Analyst,7644,No,11,8,3,2,Yes
EMP01197,54,Female,Sales,Senior Manager,18339,No,9,15,4,2,No
EMP01198,26,Female,Marketing,Analyst,5146,No,10,3,3,3,No
EMP01199,34,Female,Finance,Analyst,7200,Yes,33,4,3,3,Yes
EMP01200,57,Female,Sales,Senior Manager,23500,No,22,13,3,3,No
EMP01201,27,Female,IT,Analyst,7419,Yes,10,4,3,1,Yes
EMP01202,27,Female,Finance,Analyst,5440,No,1,0,2,2,No
EMP01203,27,Female,Finance,Analyst,6466,Yes,10,0,2,3,Yes
EMP01204,50,Female,IT,Manager,17151,No,3,9,2,4,No
EMP01205,55,Female,HR,Manager,14539,Yes,11,12,1,4,No
EMP01206,37,Female,Marketing,Executive,5797,No,14,5,3,3,No
EMP01207,37,Female,Marketing,Executive,6069,No,9,7,3,3,No
EMP01208,33,Female,IT,Developer,7152,Yes,50,4,2,3,No
EMP01209,51,Female,Marketing,Senior Manager,17448,No,25,18,3,4,No
EMP01210,34,Female,Finance,Manager,9221,No,3,3,4,3,No
EMP01211,39,Male,Finance,Senior Manager,14842,No,7,6,3,3,No
EMP01212,30,Male,Marketing,Analyst,4613,No,13,3,3,2,No
EMP01213,39,Male,IT,Analyst,5260,No,26,2,2,3,No
EMP01214,35,Female,IT,Analyst,8138,No,20,0,4,3,No
EMP01215,28,Male,Marketing,Executive,4897,Yes,24,4,2,2,Yes
EMP01216,22,Male,Sales,Executive,6867,No,6,0,2,3,No
EMP01217,34,Male,IT,Manager,13023,No,34,3,2,3,No
EMP01218,38,Male,Marketing,Analyst,5390,No,6,0,3,3,No
EMP01219,23,Male,Marketing,Analyst,5340,Yes,6,1,4,3,No
EMP01220,33,Female,Finance,Analyst,6132,No,16,1,2,4,No
EMP01221,38,Male,IT,Developer,6597,Yes,8,6,3,3,No
EMP01222,52,Female,Sales,Senior Manager,15307,Yes,2,15,3,2,No
EMP01223,47,Female,IT,Senior Manager,14419,No,21,11,3,1,No
EMP01224,45,Female,Sales,Manager,10537,No,14,7,2,3,No
EMP01225,25,Female,Sales,Analyst,5688,Yes,6,0,3,3,No
EMP01226,34,Female,Marketing,Analyst,7073,No,26,0,2,3,No
EMP01227,40,Male,IT,Executive,4641,Yes,9,8,3,1,No
EMP01228,38,Male,HR,Executive,7419,No,24,5,3,3,No
EMP01229,39,Male,Finance,Analyst,6878,No,17,6,1,4,No
EMP01230,52,Male,Sales,Manager,12704,No,15,17,2,2,No
EMP01231,29,Male,IT,Specialist,9024,Yes,27,0,3,2,No
EMP01232,41,Female,Finance,Specialist,9492,No,22,3,3,1,No
EMP01233,38,Female,IT,Developer,9936,Yes,7,3,3,4,No
EMP01234,27,Male,Marketing,Specialist,8342,Yes,27,4,3,3,No
EMP01235,36,Female,Sales,Executive,7061,Yes,11,2,4,2,No
EMP01236,35,Male,IT,Developer,6892,Yes,7,3,3,4,No
EMP01237,44,Male,IT,Developer,9465,Yes,13,1,1,4,No
EMP01238,36,Female,Sales,Specialist,8680,Yes,17,3,4,1,No
EMP01239,26,Female,Sales,Analyst,6714,No,4,1,2,3,No
EMP01240,41,Female,IT,Developer,9529,No,18,4,3,3,No
EMP01241,30,Male,Finance,Analyst,4811,Yes,5,0,1,3,Yes
EMP01242,26,Male,Marketing,Executive,6299,Yes,50,0,2,4,Yes
EMP01243,39,Male,Finance,Executive,6959,Yes,15,3,2,2,No
EMP01244,41,Female,Marketing,Analyst,7077,No,3,1,2,4,No
EMP01245,34,Female,Marketing,Analyst,6259,No,13,4,3,3,No
EMP01246,39,Female,Finance,Senior Manager,16988,No,24,11,3,3,No
EMP01247,34,Male,HR,Specialist,7439,No,17,0,3,2,No
EMP01248,37,Female,Marketing,Analyst,5235,No,1,5,3,2,No
